subject_id,redcap_event_name,rabbit_weight,transfusion_date,bld_volume,transf_vol,exclude,exclusion_reason,damp_ld_info,damp_gtt_info,damp_ld_5min,damp_ld_4_hrs,braintissue_vol_5min,braintissue_vol_4hr,total_damp_5min,total_damp_4hr,m_vol_5min,m_vol_4hr,bld_vol_5min,bld_vol_4hr,time,map,bpm,body_temp,ph,pc02,po2,lac,wbc,rbc,hgb,hct,plt,ggt,ast,alt,amy,ldh,crea,bun,glu,tg,r_min,k_min,angle_deg,ma_mm,fluids_and_drugs_data_acredit_complete,baseline_data_complete,baseline_data_c_dbb1_complete,clinical_vitals_complete,abg_complete,cbc_complete,cmp_complete,coagteg_complete
B-B 02,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,01:33,64,260,,7,36,82,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 02,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,02:33,62,263,,7,34,90,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 02,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,02:40,79,280,,7,36,80,1,10,4,8,28,217,9,69,63,297,139,0,13,156,183,,,,,,,,2,2,2,2,0
B-B 02,24h_arm_2,,,,,,,,,,,,,,,,,,,10:33,77,269,,7,45,33,1,6,5,9,30,63,9,30,57,345,138,0,10,140,276,,,,,,,,2,2,2,2,0
B-B 02,48h_arm_2,,,,,,,,,,,,,,,,,,,10:33,67,267,,7,43,33,0,9,4,9,30,132,10,18,39,287,165,0,11,131,115,,,,,,,,2,2,2,2,0
B-B 02,72h_arm_2,,,,,,,,,,,,,,,,,,,10:33,65,260,,7,30,88,4,3,4,8,27,116,9,9,30,267,55,0,11,148,88,,,,,,,,2,2,2,2,0
B-B 03,baseline_arm_2,1.93,2023-02-02,54.04,54.04,0,,,,,,,,,,,,,,08:00,66,271,,7,37,91,1,7,5,11,34,170,8,39,39,262,155,0,11,157,141,,,,,2,2,,2,2,2,2,0
B-B 03,eos_arm_2,,,,,,,,,,,,,,,,,,,10:56,33,207,,7,43,89,6,3,4,9,30,55,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 03,eor_arm_2,,,,,,,,,,,,,,,,,,,11:06,83,194,,7,46,79,5,3,3,8,26,139,6,39,33,191,177,0,17,342,169,,,,,,,,2,2,2,2,0
B-B 03,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:06,65,220,,7,38,105,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 03,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:06,70,268,,7,37,95,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 03,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:06,71,292,,7,36,91,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 03,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:06,65,284,,7,34,96,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 03,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:06,71,289,,7,37,85,1,7,4,9,28,146,7,54,47,208,87,0,16,125,89,,,,,,,,2,2,2,2,0
B-B 03,24h_arm_2,,,,,,,,,,,,,,,,,,,11:06,75,264,,7,38,83,3,4,4,10,30,22,7,35,52,226,117,0,8,147,58,,,,,,,,2,2,2,2,0
B-B 03,48h_arm_2,,,,,,,,,,,,,,,,,,,11:06,61,225,,7,44,71,2,6,4,10,31,74,11,27,91,243,96,0,13,133,74,,,,,,,,2,2,2,2,0
B-B 03,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 04,baseline_arm_2,1.86,2023-02-02,130.2,130.2,0,,,,,,,,,,,,,,06:55,73,294,,7,40,83,3,3,5,12,36,9,12,34,40,278,133,0,12,147,415,,,,,2,2,,2,2,2,2,0
B-B 04,eos_arm_2,,,,,,,,,,,,,,,,,,,10:46,30,247,,7,58,93,12,3,3,7,23,101,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 04,eor_arm_2,,,,,,,,,,,,,,,,,,,10:56,78,269,,7,46,70,13,5,4,8,27,55,10,47,36,232,143,1,18,339,307,,,,,,,,2,2,2,2,0
B-B 04,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:56,45,173,,7,43,79,8,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 04,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:56,61,282,,7,40,107,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 04,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:56,63,263,,7,41,89,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 04,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:56,67,285,,7,53,104,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 04,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:56,65,271,,7,38,89,3,6,4,9,29,64,9,99,55,226,294,0,19,147,272,,,,,,,,2,2,2,2,0
B-B 04,24h_arm_2,,,,,,,,,,,,,,,,,,,10:56,77,246,,7,38,85,1,3,4,9,30,23,10,532,142,454,210,0,13,133,232,,,,,,,,2,2,2,2,0
B-B 04,48h_arm_2,,,,,,,,,,,,,,,,,,,10:56,81,256,,7,37,85,1,4,4,9,29,117,12,524,209,390,186,0,13,134,11,,,,,,,,2,2,2,2,0
B-B 04,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 05,baseline_arm_2,1.76,2023-02-07,49.28,49.28,1,Seizures,,,,,,,,,,,,,06:40,72,242,,7,45,64,0,6,5,11,36,247,6,26,72,270,96,0,11,132,85,,,,,2,2,,2,2,2,2,0
B-B 05,eos_arm_2,,,,,,,,,,,,,,,,,,,09:02,71,192,,7,32,96,11,5,3,7,23,90,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 05,eor_arm_2,,,,,,,,,,,,,,,,,,,09:12,66,275,,7,38,89,11,4,4,9,28,187,5,51,64,255,202,1,20,336,160,,,,,,,,2,2,2,2,0
B-B 05,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:12,56,293,,7,42,88,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 05,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:12,92,281,,7,40,93,13,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 05,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 05,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 05,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 05,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 05,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 05,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 06,baseline_arm_2,2.07,2023-02-17,65.21,65.21,1,Protocol violation,,,,,,,,,,,,,07:00,89,296,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,0,0,0,0
B-B 06,eos_arm_2,,,,,,,,,,,,,,,,,,,10:45,42,231,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,eor_arm_2,,,,,,,,,,,,,,,,,,,10:55,71,196,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:55,57,277,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:55,68,278,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:55,76,285,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:55,66,288,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:05,64,278,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,24h_arm_2,,,,,,,,,,,,,,,,,,,10:55,80,282,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,48h_arm_2,,,,,,,,,,,,,,,,,,,10:55,86,291,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 06,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 07,baseline_arm_2,2,2023-02-10,56,56,0,,,,,,,,,,,,,,07:00,85,267,,7,26,80,1,5,6,13,41,23,8,31,44,158,110,0,11,135,135,,,,,2,2,,2,2,2,2,0
B-B 07,eos_arm_2,,,,,,,,,,,,,,,,,,,09:27,47,281,,7,36,102,14,5,3,7,24,59,9,181,40,178,282,1,18,409,160,,,,,,,,2,2,2,2,0
B-B 07,eor_arm_2,,,,,,,,,,,,,,,,,,,09:37,71,242,,7,43,93,14,4,4,9,30,166,7,158,39,207,308,1,20,405,199,,,,,,,,2,2,2,2,0
B-B 07,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:37,52,297,,7,43,89,8,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 07,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:37,71,248,,7,39,86,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 07,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,00:37,77,258,,7,42,85,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 07,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,01:37,86,229,,7,39,88,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 07,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,01:47,92,232,,7,42,83,1,3,5,11,35,155,11,650,198,228,945,0,18,129,182,,,,,,,,2,2,2,2,0
B-B 07,24h_arm_2,,,,,,,,,,,,,,,,,,,09:37,74,278,,7,36,95,1,5,5,11,34,14,19,434,188,364,220,0,16,139,205,,,,,,,,2,2,2,2,0
B-B 07,48h_arm_2,,,,,,,,,,,,,,,,,,,09:37,75,274,,7,34,87,2,7,5,11,35,282,20,219,122,285,57,0,16,133,201,,,,,,,,2,2,2,2,0
B-B 07,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 08,baseline_arm_2,2.01,2023-02-10,56,56,,,,,,,,,,,,,,,,237,237,,7,41,83,1,7,5,11,35,52,8,36,36,180,186,0,12,132,260,,,,,2,2,,2,2,2,2,0
B-B 08,eos_arm_2,,,,,,,,,,,,,,,,,,,,238,238,,7,49,71,3,6,4,8,26,180,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 08,eor_arm_2,,,,,,,,,,,,,,,,,,,,200,200,,7,46,72,2,8,4,8,26,86,6,34,35,143,138,1,15,221,191,,,,,,,,2,2,2,2,0
B-B 08,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,219,219,,7,47,67,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 08,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,209,209,,7,48,63,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 08,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,214,214,,7,47,79,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 08,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:08,230,230,,7,45,79,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 08,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:18,219,219,,7,45,82,1,,,,,,10,42,45,188,193,0,22,124,225,,,,,,,,2,2,0,2,0
B-B 08,24h_arm_2,,,,,,,,,,,,,,,,,,,22:08,288,288,,7,43,77,2,6,4,10,31,29,10,59,57,223,205,0,13,165,172,,,,,,,,2,2,2,2,0
B-B 08,48h_arm_2,,,,,,,,,,,,,,,,,,,22:08,262,262,,7,39,80,2,,,,,,7,22,44,194,141,0,12,132,91,,,,,,,,2,2,0,2,0
B-B 09,baseline_arm_2,2.08,2022-02-14,58.24,58.24,0,,,,,,,,,,,,,,07:05,76,258,,7,32,93,2,5,6,12,37,34,14,44,59,254,173,0,18,130,119,,,,,2,2,,2,2,2,2,0
B-B 09,eos_arm_2,,,,,,,,,,,,,,,,,,,10:03,36,198,,7,34,81,9,3,4,8,26,155,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 09,eor_arm_2,,,,,,,,,,,,,,,,,,,10:10,40,293,,7,36,84,9,4,4,9,30,136,9,60,54,208,229,1,29,262,187,,,,,,,,2,2,2,2,0
B-B 09,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:10,43,260,,7,40,87,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 09,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,00:10,44,259,,7,37,85,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 09,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:10,65,264,,7,37,88,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 09,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:10,51,240,,7,39,88,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 09,1h_arm_2,,,,,,,,,,,,,,,,,,,15:10,58,260,,7,40,84,0,6,5,10,31,174,14,119,72,237,361,0,23,132,181,,,,,,,,2,2,2,2,0
B-B 09,24h_arm_2,,,,,,,,,,,,,,,,,,,10:10,80,276,,7,37,84,2,5,5,10,33,200,15,70,121,289,288,0,18,119,190,,,,,,,,2,2,2,2,0
B-B 09,48h_arm_2,,,,,,,,,,,,,,,,,,,10:10,69,254,,7,34,88,6,4,5,10,31,236,13,27,81,292,75,0,17,125,97,,,,,,,,2,2,2,2,0
B-B 10,baseline_arm_2,2.1,2023-02-14,58.8,58.8,0,,,,,,,,,,,,,,07:10,70,214,,7,37,83,2,5,5,11,35,208,13,72,77,136,137,0,16,143,69,5,2,68,68,2,2,,2,2,2,2,2
B-B 10,eos_arm_2,,,,,,,,,,,,,,,,,,,09:37,43,219,,7,33,115,10,4,3,7,21,40,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 10,eor_arm_2,,,,,,,,,,,,,,,,,,,09:50,65,200,,7,40,86,10,4,4,8,27,96,10,74,65,51,251,1,26,282,133,,,,,,,,2,2,2,2,0
B-B 10,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:50,60,213,,7,37,89,6,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 10,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:50,70,247,,7,37,92,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 10,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:50,70,249,,7,35,105,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 10,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:50,67,230,,7,38,81,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 10,1h_arm_2,,,,,,,,,,,,,,,,,,,12:00,71,237,,7,36,83,3,3,4,8,26,185,11,86,97,157,248,0,18,134,258,,,,,,,,2,2,2,2,0
B-B 10,24h_arm_2,,,,,,,,,,,,,,,,,,,09:50,63,204,,7,37,83,1,3,4,10,31,24,11,61,116,232,254,0,15,126,333,,,,,,,,2,2,2,2,0
B-B 10,48h_arm_2,,,,,,,,,,,,,,,,,,,08:20,69,182,,7,49,40,5,4,4,10,33,218,11,20,79,196,52,0,12,188,206,,,,,,,,2,2,2,2,0
B-B 11,baseline_arm_2,1.65,2023-03-21,46.2,46.2,0,,,,,,,,,,,,,,,62,241,,7,39,75,0,4,5,12,38,168,7,82,108,255,164,0,13,140,73,,,,,2,2,,2,2,2,2,0
B-B 11,eos_arm_2,,,,,,,,,,,,,,,,,,,,29,290,,7,36,88,10,3,3,8,25,183,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 11,eor_arm_2,,,,,,,,,,,,,,,,,,,,55,239,,7,39,91,9,4,4,9,30,179,7,78,95,249,124,0,21,304,160,9,,39,,,,,2,2,2,2,2
B-B 11,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,55,299,,7,38,86,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 11,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,51,285,,7,37,83,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 11,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,58,288,,7,37,85,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 11,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,,55,268,,7,37,90,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 11,1h_arm_2,,,,,,,,,,,,,,,,,,,,68,179,,7,37,89,0,6,5,11,36,167,9,113,125,273,202,0,23,135,186,,,,,,,,2,2,2,2,0
B-B 11,24h_arm_2,,,,,,,,,,,,,,,,,,,,78,273,,7,39,84,1,6,4,9,29,312,9,62,123,284,116,0,14,158,183,,,,,,,,2,2,2,2,0
B-B 11,48h_arm_2,,,,,,,,,,,,,,,,,,,,74,296,,7,35,90,0,6,4,10,31,425,10,33,103,295,59,0,15,156,198,,,,,,,,2,2,2,2,0
B-B 12,baseline_arm_2,1.72,2023-03-21,54,54,1,Died Early,,,,,,,,,,,,,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,0,0,0,0
B-B 12,eos_arm_2,,,,,,,,,,,,,,,,,,,11:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 12,eor_arm_2,,,,,,,,,,,,,,,,,,,11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 12,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,1h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 12,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 13,baseline_arm_2,1.74,2023-03-22,48.72,,0,,,,,,,,,,,,,,08:45,65,243,,7,12,205,5,7,4,9,27,165,9,95,65,275,147,0,13,148,195,,,,,2,2,,2,2,2,2,0
B-B 13,eos_arm_2,,,,,,,,,,,,,,,,,,,,35,247,,7,38,102,12,7,2,5,16,158,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 13,eor_arm_2,,,,,,,,,,,,,,,,,,,11:03,74,237,,7,47,92,12,7,3,6,20,167,8,82,57,228,174,0,19,267,245,,,,,,,,2,2,2,2,0
B-B 13,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:03,64,281,,7,39,100,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 13,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:03,49,273,,7,37,94,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 13,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:03,47,264,,7,35,87,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 13,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:03,71,284,,7,34,82,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 13,1h_arm_2,,,,,,,,,,,,,,,,,,,15:10,60,275,,7,37,78,2,7,3,7,22,177,10,108,80,250,150,0,15,145,333,,,,,,,,2,2,2,2,0
B-B 13,24h_arm_2,,,,,,,,,,,,,,,,,,,11:03,76,197,,7,49,31,1,7,3,8,23,247,12,37,76,432,84,0,11,142,404,,,,,,,,2,2,2,2,0
B-B 13,48h_arm_2,,,,,,,,,,,,,,,,,,,11:03,62,277,,7,49,31,1,7,3,8,26,344,10,7,48,295,23,0,9,123,127,,,,,,,,2,2,2,2,0
B-B 14,baseline_arm_2,1.55,2023-03-22,,,1,Rabbit Died,,,,,,,,,,,,,08:40,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,0,0,0,0
B-B 14,eos_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,eor_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,1h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 14,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,baseline_arm_2,1.68,2023-03-24,52.6,52.6,1,Died immediately after resuscitation,,,,,,,,,,,,,07:45,70,262,,7,33,80,2,9,6,12,40,286,10,68,76,211,152,0,14,142,94,,,,,2,2,,2,2,2,2,0
B-B 15,eos_arm_2,,,,,,,,,,,,,,,,,,,10:00,23,253,,7,21,102,15,3,4,8,26,60,6,101,74,21,302,0,24,325,155,,,,,,,,2,2,2,2,0
B-B 15,eor_arm_2,,,,,,,,,,,,,,,,,,,10:10,25,,,7,27,34,14,9,3,8,25,152,5,128,76,191,234,0,24,294,142,,,,,,,,2,2,2,2,0
B-B 15,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
